source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,Aspect,Slope,temperature,precipitation,wind_speed,event_year,event_month,event_day,event_weekday,season_encoded,event_hour,time_of_day_encoded,risk_zone,distance_to_nearest_landslide,location_risk_score,landslide_occurred
IBN,http://ibnlive.in.com/generalnewsfeed/news/yatra-to-kedarnath-gangotri-yamunotri-resumes/745000.html,3669,2011-06-29, 12:00:00 AM,"National Highway leading to Gangotri, from Dehradun","Jul 1 (PTI) National highways leading to Kedarnath, Gangotri and Yamunotri, which were blocked due to landslides following heavy rains, were reopened today for traffic to resume the yatra, official sources said.The national highways leading to Kedarnath, Gangotri and Yamunotri were reopened for traffic after the Border Road Organisation (BRO) and police personnel cleared the debris, they said.However, traffic on Almora-Pithoragarh road could not be resumed as landslides continued to hit the area. Pauri- Safdarkhal road has also been blocked at Khundadhar area due to landslides.The landslides triggered by heavy rains for the past couple of days in most parts of Uttarakhand had blocked several roads in the state and forced the government to issue an alert.Uttarakhand Chief Minister Ramesh Pokhriyal Nishank has directed the district magistrates of all the 13 districts to remain on alert.A total of 10 people have so far been killed in the state in various rains-related incidents for the pa","National Highway leading to Gangotri, from Dehradun",50km,landslide,downpour,medium,unknown,0.0,,,,,glc,3669,India,IN,Uttarakhand,17123,Uttarkāshi,34.03469,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,78.7963,30.7666,210.295288085938,90.0,6.2,0.3,2.6,2011,6,29,2,1,0,0,0.0,15.129859793406254,0,
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/yatra-to-kedarnath-gangotri-yamunotri-resumes/745000.html,3678,2011-06-30, 12:00:00 AM,"Pauri-Safdarkhal road, blocked at Khundadhar","Dehradun, Jul 1 (PTI) National highways leading to Kedarnath, Gangotri and Yamunotri, which were blocked due to landslides following heavy rains, were reopened today for traffic to resume the yatra, official sources said.The national highways leading to Kedarnath, Gangotri and Yamunotri were reopened for traffic after the Border Road Organisation (BRO) and police personnel cleared the debris, they said.However, traffic on Almora-Pithoragarh road could not be resumed as landslides continued to hit the area. Pauri- Safdarkhal road has also been blocked at Khundadhar area due to landslides.The landslides triggered by heavy rains for the past couple of days in most parts of Uttarakhand had blocked several roads in the state and forced the government to issue an alert.Uttarakhand Chief Minister Ramesh Pokhriyal Nishank has directed the district magistrates of all the 13 districts to remain on alert.A total of 10 people have so far been killed in the state in various rains-related incidents ","Pauri-Safdarkhal road, blocked at Khundadhar",50km,landslide,downpour,medium,unknown,0.0,,,,,glc,3678,India,IN,Uttarakhand,26514,Pauri,0.64758,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,78.7753,30.15,55.9012260437012,90.0,18.2,0.0,1.8,2011,6,30,3,1,0,0,0.0,15.182261780796674,0,
morungexpress,http://www.morungexpress.com/local/69559.html,3683,2011-07-01, 12:00:00 AM,NH-61 between Botsa and Chiechama,500 ft stretch of road affected by landslide.  Triggered by continuous rain,NH-61 between Botsa and Chiechama,10km,landslide,downpour,medium,unknown,0.0,,,,,glc,3683,India,IN,Nāgāland,92113,Kohima,23.41407,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,94.1739,25.8782,0.0,0.0,19.3,0.6,3.1,2011,7,1,4,2,0,0,1.0,22.80411964049237,0,
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-07-02/mangalore/29729961_1_landslide-road-traffic,3696,2011-07-02, 06:00:00 PM,"National Highway 66, connecting Kerala and Karnataka","MANGALORE: Traffic on the National Highway 66, connecting Kerala and Karnataka, was disrupted for nearly an hour following a landslide at Padupanambur in Mulky near here on Saturday.  Vehicles from both sides were stranded as the road was completely blocked when the hillock slipped blocking the road at around 6pm. Police arranged for three earthmover machines immediately to clear the mass of soil from the road. By around 7pm, police made arrangements for one way traffic and later the soil has been cleared completely.","National Highway 66, connecting Kerala and Karnataka",unknown,landslide,rain,small,unknown,0.0,,,,,glc,3696,India,IN,Karnataka,128531,Hassan,18.58566,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,76.1147,13.1819,270.0,89.998649597168,19.7,0.5,6.4,2011,7,2,5,2,0,0,2.0,29.02866783122509,0,
indianexpress,http://www.indianexpress.com/news/Rains--landslides-disrupt-Amarnath-Yatra-again/812403/,3708,2011-07-03, 12:00:00 AM,South of Kashmir,"The Amarnath Yatra was temporarily suspended on Sunday because of the inclement weather and landslides along the yatra route. And as the Met office has predicted more rains in the valley, more interruptions in the annual pilgrimage are likely.  This is for the second time in past three days that the yatra to the high altitude cave shrine in the Himalayas of south Kashmir had to be halted because of the bad weather and landslides .  “There are reports of landslides at several places along the route,” a senior police officer said. “From Sunday morning, we have stopped the pilgrims at the Baltal base camp and have not allow them to move forward”.  The pilgrims to the cave shrine have also been stopped at Chandanwari in Pahalgam and have not been allowed to move ahead because of the rain and thunderstorms.  The pilgrims walking on foot and riding on ponies have been stopped at the base camps whereas, the pilgrims who took the chopper service to the cave shrine were allowed passage. The cho",South of Kashmir,unknown,landslide,downpour,medium,unknown,0.0,,,,,glc,3708,India,IN,Kashmir,37475,Leh,69.92219,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,76.826,34.1491,,,0.1,0.0,1.5,2011,7,3,6,2,0,0,0.0,41.25796110745575,0,
ibnlive.in,http://ibnlive.in.com/news/amarnath-yatra-suspended-due-to-landslides/164665-3.html,3707,2011-07-03, 12:00:00 AM,Blocked the track between Railpathri and Baltal,"Srinagar: The Amarnath yatra was on Sunday suspended from both Baltal and Pahalgam routes following landslides triggered by heavy rains, officials said.  ""The pilgrims were not allowed from either Pahalgam or Baltal route today due to landslides triggered by rainfall during the night,"" an official at the yatra control room said.  He said the suspension of the yatra left over 60,000 pilgrims stranded at various base camps including Baltal, Sheshnag, Pajtarni and Nunwan. ""The yatra will be resumed only after the track is cleared of the landslides and declared safe for trekking,"" the official said.  He said a massive landslide blocked the track between Railpathri and Baltal on the shorter 13-km route, preferred by large number of pilgrims compared to the traditional 46-km Pahalgam route.  So far, 91,504 pilgrims have visited the 3,880 metre high cave shrine to pay obeisance to the naturally formed ice lingam, considered to be the edifice of lord Shiva.  Meanwhile, the death toll in th",Blocked the track between Railpathri and Baltal,25km,landslide,rain,medium,unknown,0.0,,,,,glc,3707,India,IN,Kashmir,7750,Pahalgām,22.99739,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,75.496,34.1601,,,-0.5,0.0,3.4,2011,7,3,6,2,0,0,0.0,28.62921906290944,0,
e-pao.net,http://e-pao.net/GP.asp?src=16..070711.jul11,3738,2011-07-06, 12:00:00 AM,"National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)","Imphal, July 06 2011: In a tragic incident of nature taking toll on human, a massive landslides along NH 53 today killed six personnel of Indian Reserved Battalion (IRB) and Manipur Rifles even as seven personnel were critically injured.  According to police report, the convoy led by AC 2nd IRB S Ingo was heading to Jiribam district headquarters to escort loaded freight trucks and oil tankers.  They had just reach Sinam Khul near Kotlen about 25 km from Imphal when the landslide struck them hit the bus in which they were travelling.  The bus was travelling with five commando teams and some personnel on other vehicles as Road Opening Party (ROP) .  The six ill fated personnel who were killed in the tragic accident were Havildar Yaima of 5th IRB, rifleman Diamond of 5th MR, rifleman Surchandra of 5th MR, rifleman Maradona of 6th IRB, rifleman Lakshman of 8th MR and rifleman Nasir Khan of 2nd MR.The injured personnel were 1st MR rifleman T Sandang Maring (31), 3rd IRB personnel Takhellamb","National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)",50km,landslide,downpour,medium,unknown,6.0,,,,,glc,3738,India,IN,Manipur,223523,Imphal,0.44836,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,93.9482,24.8063,0.0,0.0,21.0,0.0,5.9,2011,7,6,2,2,0,0,1.0,4.941377654739435,0,
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/gangortririshikesh-highway-closed-due-to-landslide/749417.html,3737,2011-07-06, 12:00:00 AM,"Gangortri-Rishikesh highway, at Narendranagar in Tehri district of Uttarakhand","Dehradun, Jul 6 (PTI) Many people were stranded at Gangortri-Rishikesh highway as landslides triggered by heavy rain blocked vehicular traffic at Narendranagar in Tehri district of Uttarakhand. The workers were pressed to clear the landslides at Narendranagar where hundreds of vehicles were waiting for the clearance of the road, an official of disaster management department said. ""We expect the road to be cleared in the next 8 to 12 hours,"" the official said. However, other roads to shrines like Badrinath were clear, he said. Meanwhile, overall weather conditions improved in the state this morning after a heavy downpour last night.","Gangortri-Rishikesh highway, at Narendranagar in Tehri district of Uttarakhand",50km,landslide,downpour,medium,unknown,0.0,,,,,glc,3737,India,IN,Uttarakhand,522081,Dehradun,0.38784,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,78.0319,30.3214,238.818756103516,90.0,23.1,2.7,2.3,2011,7,6,2,2,0,0,0.0,5.749111527251541,0,
e-pao,http://www.e-pao.net/GP.asp?src=8..080711.jul11,3741,2011-07-07, 12:00:00 AM,Maram (80 km north of Imphal),"Imphal, July 07 2011: More than 100 stranded loaded trucks are waiting their turn to drive down towards Imphal at the landslide hit Maram bazar, 80km north of Imphal, while an equal number of empty trucks lining up on the other side of the NH 39, to move towards Dimapur (Nagaland) .  The movement of the trucks has been severely affected to landslide at Maram since the last few days.  Maram Students Union had already sought help and cooperation from the concerned authorities to properly make the route motorable.  This picture was taken by Karaiba,a resident of Maram Bazar at around 6.10pm today, saying that the trucks started lining up at Maram since morning (7am) onwards.  Presently one JCV has been reportedly put into service to clear the route.  A large portion of NH-39 has sunk between Maram Bazar and Maram Centre beneath the 5 Assam Rifles camp. ",Maram (80 km north of Imphal),5km,landslide,rain,medium,unknown,0.0,,,,,glc,3741,India,IN,Nāgāland,92113,Kohima,28.31436,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,94.1079,25.4191,0.0,0.0,18.5,0.0,4.7,2011,7,7,3,2,0,0,1.0,0.2571578437092391,0,
timesofindia.indiatimes,http://timesofindia.indiatimes.com/india/First-showers-in-Kullu-hit-traffic/articleshow/9157906.cms,3747,2011-07-08, 12:00:00 AM,Manali-Leh highway,"MANALI: The first showers of monsoon on Friday have played havoc with the prevailing conditions in Kullu-Manali. Landslides on Manali-Leh highway disrupted traffic movement while flights returned to Delhi, unable to land at Kullu airport.  Frequent landslides between Manali and Rohtang interrupted vehicular movement for many hours on Friday. Although Border Roads Organization (BRO) is working hard to stem landslides using available techniques, these have proved inadequate. While some vehicles dared to cross the damaged stretch, others preferred to return. As weatherman has predicted more rains during the next 48 hours, the ``sinking zone"" near Rohtang is believed to be badly damaged. With fear of stranding at Rohtang, tourists have preferred not to go there, sources said.  BRO second-in-command, Vikran Singh, said that sudden rainfall has triggered landslides in the region and that they were trying hard to release trapped vehicles. ""When we clear a landslide and let some vehicles cro",Manali-Leh highway,50km,landslide,rain,medium,unknown,0.0,,,,,glc,3747,India,IN,Himachal Pradesh,8341,Manāli,7.55986,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,77.1935,32.3237,288.616516113281,90.0,13.1,0.0,3.3,2011,7,8,4,2,0,0,0.0,2.716766013155473,0,
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/chardham-yatra-suspended-due-to-rains/752982.html,3745,2011-07-08, 12:00:00 AM,Between Manali and Rohtang,"MANALI: The first showers of monsoon on Friday have played havoc with the prevailing conditions in Kullu-Manali. Landslides on Manali-Leh highway disrupted traffic movement while flights returned to Delhi, unable to land at Kullu airport.  Frequent landslides between Manali and Rohtang interrupted vehicular movement for many hours on Friday. Although Border Roads Organization (BRO) is working hard to stem landslides using available techniques, these have proved inadequate. While some vehicles dared to cross the damaged stretch, others preferred to return. As weatherman has predicted more rains during the next 48 hours, the ``sinking zone"" near Rohtang is believed to be badly damaged. With fear of stranding at Rohtang, tourists have preferred not to go there, sources said.  BRO second-in-command, Vikran Singh, said that sudden rainfall has triggered landslides in the region and that they were trying hard to release trapped vehicles. ""When we clear a landslide and let some vehicles cro",Between Manali and Rohtang,unknown,landslide,rain,medium,unknown,0.0,,,,,glc,3745,India,IN,Himachal Pradesh,2994,Dagshai,5.03899,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,77.0206,30.9209,233.98681640625,90.0,20.7,0.0,4.4,2011,7,8,4,2,0,0,0.0,7.1329251250241,0,
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/chardham-yatra-suspended-due-to-rains/752982.html,3746,2011-07-08, 12:00:00 AM,Lambagad,"Dehra Dun, Jul 8 (PTI) National highways leading to Himalayan shrines of Badrinath and Gangotri were today hit by fresh landslides following rains, stranding hundreds of pilgrims. Rishikesh-Badrinath national highway was blocked at Sayapul and Lambagad in Chamoli district, official sources here said. Rishikesh-Gangotri highway was also affected by landslides at Gangnani blocking movement of traffic, they said. Efforts are on clear the debris and reopen it for traffic as hundreds of pilgrims have stranded on the road, they said.",Lambagad,10km,landslide,downpour,medium,unknown,0.0,,,,,glc,3746,India,IN,Uttarakhand,13865,Joshīmath,11.47157,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,79.5192,30.6509,221.314407348633,90.0,15.4,1.3,2.2,2011,7,8,4,2,0,0,0.0,1.204544619378753,0,
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/chardham-yatra-suspended-due-to-rains/752982.html,3752,2011-07-09, 12:00:00 AM,Yamunotri,"Dehra Dun, Jul 9 (PTI) The 'Chardham' yatra in Garhwal Himalayas was temporarily suspended today due to inclement weather and landslides triggered by incessant rains along the yatra route.Landslides struck a number of places leading to the four shrines of Badrinath, Kedarnath, Gangotri and Yamunotri, forcing the administration to halt the pilgrimage, official sources said, adding hundreds of pilgrims were stranded in the area.The pilgrimage to the revered shrine of Badrinath was suspended by the administration after landslides occurred near Lambagad this morning.Rishikesh-Gangotri highway was also affected by landslides at Gangnani blocking movement of traffic, they said.Efforts are on to remove the debris from the roads and personnel of Border Road Organisation (BRO) have been deployed to clear them and open for vehicular traffic.The Uttarakhand government has issued an alert following heavy rains in the state for the past four days that left 10 people, including two women, dead and t",Yamunotri,25km,landslide,downpour,medium,unknown,0.0,,,,,glc,3752,India,IN,Uttarakhand,7725,Barkot,30.56741,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,78.4129,31.0188,196.448333740234,90.0,10.4,0.2,2.0,2011,7,9,5,2,0,0,0.0,5.874844361003235,0,
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/chardham-yatra-suspended-due-to-rains/752982.html,3751,2011-07-09, 12:00:00 AM,Kedarnath,"Dehra Dun, Jul 9 (PTI) The 'Chardham' yatra in Garhwal Himalayas was temporarily suspended today due to inclement weather and landslides triggered by incessant rains along the yatra route.Landslides struck a number of places leading to the four shrines of Badrinath, Kedarnath, Gangotri and Yamunotri, forcing the administration to halt the pilgrimage, official sources said, adding hundreds of pilgrims were stranded in the area.The pilgrimage to the revered shrine of Badrinath was suspended by the administration after landslides occurred near Lambagad this morning.Rishikesh-Gangotri highway was also affected by landslides at Gangnani blocking movement of traffic, they said.Efforts are on to remove the debris from the roads and personnel of Border Road Organisation (BRO) have been deployed to clear them and open for vehicular traffic.The Uttarakhand government has issued an alert following heavy rains in the state for the past four days that left 10 people, including two women, dead and t",Kedarnath,25km,landslide,downpour,medium,unknown,0.0,,,,,glc,3751,India,IN,Uttarakhand,2000,Pīpalkoti,48.67682,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,79.0685,30.7331,268.173797607422,90.0,7.6,0.2,2.0,2011,7,9,5,2,0,0,0.0,6.808558516835706,0,
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/chardham-yatra-suspended-due-to-rains/752982.html,3750,2011-07-09, 12:00:00 AM,Gangotri,"Dehra Dun, Jul 9 (PTI) The 'Chardham' yatra in Garhwal Himalayas was temporarily suspended today due to inclement weather and landslides triggered by incessant rains along the yatra route.Landslides struck a number of places leading to the four shrines of Badrinath, Kedarnath, Gangotri and Yamunotri, forcing the administration to halt the pilgrimage, official sources said, adding hundreds of pilgrims were stranded in the area.The pilgrimage to the revered shrine of Badrinath was suspended by the administration after landslides occurred near Lambagad this morning.Rishikesh-Gangotri highway was also affected by landslides at Gangnani blocking movement of traffic, they said.Efforts are on to remove the debris from the roads and personnel of Border Road Organisation (BRO) have been deployed to clear them and open for vehicular traffic.The Uttarakhand government has issued an alert following heavy rains in the state for the past four days that left 10 people, including two women, dead and t",Gangotri,50km,landslide,downpour,medium,unknown,0.0,,,,,glc,3750,India,IN,Uttarakhand,17123,Uttarkāshi,14.8033,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,78.5925,30.7652,124.253852844238,90.0,20.3,0.6,3.5,2011,7,9,5,2,0,0,0.0,4.496554704773244,0,
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/chardham-yatra-suspended-due-to-rains/752982.html,3749,2011-07-09, 12:00:00 AM,Badrinath,"Dehra Dun, Jul 9 (PTI) The 'Chardham' yatra in Garhwal Himalayas was temporarily suspended today due to inclement weather and landslides triggered by incessant rains along the yatra route.Landslides struck a number of places leading to the four shrines of Badrinath, Kedarnath, Gangotri and Yamunotri, forcing the administration to halt the pilgrimage, official sources said, adding hundreds of pilgrims were stranded in the area.The pilgrimage to the revered shrine of Badrinath was suspended by the administration after landslides occurred near Lambagad this morning.Rishikesh-Gangotri highway was also affected by landslides at Gangnani blocking movement of traffic, they said.Efforts are on to remove the debris from the roads and personnel of Border Road Organisation (BRO) have been deployed to clear them and open for vehicular traffic.The Uttarakhand government has issued an alert following heavy rains in the state for the past four days that left 10 people, including two women, dead and t",Badrinath,25km,landslide,downpour,medium,unknown,0.0,,,,,glc,3749,India,IN,Uttarakhand,13865,Joshīmath,21.72471,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,79.4929,30.7412,214.887939453125,90.0,9.4,0.0,2.3,2011,7,9,5,2,0,0,0.0,1.4788220932232403,0,
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/rains-drench-north-india-7-die-in-rainlinked-incidents/753764.html,3756,2011-07-10, 12:00:00 AM,Mandi district,"In Uttarakhand, light to moderate rains continued to lash most parts of the hill state with the Met office predicting more rains during the next 24 hours. Incessant rains triggered landslides at Nalupani area in Uttarkashi district blocking vehicular traffic, official sources said, adding efforts are on to clear the debris and reopen the road for vehicles.In Rajasthan, light to moderate rainfall occurred at many places in Udaipur and Kota divisions and at a few places in Jaipur, Ajmer and Bharatpur division.Jaipur and Dabok received 19.4 mm and 18.3 mm rains respectively, according to the Met department.Several areas of Himachal experienced moderate to heavy rains with the showers triggering landslides at some places in Mandi district.Mandi was wettest in the region with 73.8 mm rains while state capital Shimla recorded 35 mm. The sky remained overcast in Shimla and thick fog engulfed the region with humidity level ranging between 82 and 96 per cent.The maximum temperatures increased m",Mandi district,5km,landslide,downpour,medium,unknown,0.0,,,,,glc,3756,India,IN,Himachal Pradesh,28217,Mandi,0.1712,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,76.933,31.7099,0.0,0.0,22.3,0.0,3.2,2011,7,10,6,2,0,0,0.0,18.1166007521224,0,
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/rains-drench-north-india-7-die-in-rainlinked-incidents/753764.html,3757,2011-07-10, 12:00:00 AM,Nalupani area in Uttarkashi district,"In Uttarakhand, light to moderate rains continued to lash most parts of the hill state with the Met office predicting more rains during the next 24 hours. Incessant rains triggered landslides at Nalupani area in Uttarkashi district blocking vehicular traffic, official sources said, adding efforts are on to clear the debris and reopen the road for vehicles.In Rajasthan, light to moderate rainfall occurred at many places in Udaipur and Kota divisions and at a few places in Jaipur, Ajmer and Bharatpur division.Jaipur and Dabok received 19.4 mm and 18.3 mm rains respectively, according to the Met department.Several areas of Himachal experienced moderate to heavy rains with the showers triggering landslides at some places in Mandi district.Mandi was wettest in the region with 73.8 mm rains while state capital Shimla recorded 35 mm. The sky remained overcast in Shimla and thick fog engulfed the region with humidity level ranging between 82 and 96 per cent.The maximum temperatures increased m",Nalupani area in Uttarkashi district,10km,landslide,downpour,medium,unknown,0.0,,,,,glc,3757,India,IN,Uttarakhand,17123,Uttarkāshi,0.50842,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,78.4399,30.7333,342.715698242188,90.0,18.8,0.6,2.2,2011,7,10,6,2,0,0,0.0,0.0221145329890626,0,
morungexpress,http://www.morungexpress.com/local/68036.html,3760,2011-07-11, 09:00:00 AM,"NH-61, 1 km before reaching Botsa","Kohima | July 11 : The incessant rainfall last night resulted in a massive landslide this early morning at NH-61, 1 Km before reaching Botsa. Sources said vehicles were stand off for a long time till the road was cleared. PWD department on receiving information entrusted the local contractors to clear off the road since the department does not have enough and good machineries and with the efforts of the local contractor’s road was reportedly opened by 11.15 am. Executive engineer PWD disclosed that they had a meeting and decided to take temporary measures where the machineries belonging to the contractors will be deployed for sometime.","NH-61, 1 km before reaching Botsa",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,3760,India,IN,Nāgāland,92113,Kohima,0.50696,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,94.1095,25.6703,0.0,0.0,18.9,0.0,0.4,2011,7,11,0,2,0,0,1.0,0.2369258426772376,0,
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/rains-lash-ukhand-landslides-block-roads/754140.html,3759,2011-07-11, 12:00:00 AM,Highways leading to Badrinath and Gangotri,"Dehra Dun, Jul 11 (PTI) Fresh landslides triggered by rains in Uttarakhand today blocked national highways leading to Badrinath and Gangotri. The landslides blocked Rishikesh-Badrinath national highway at Karnprayag area in Chamoli district and Rishikesh- Gangotri road at Gangnani area in Uttarkashi, officials said. Personnel from Border Road Organisation and Public Works Department have been pressed into service to clear the debris and reopen the routes for the traffic, they said. Meanwhile, most parts of Uttarakhand continued to receive rains that have claimed 15 lives so far this season in the state.",Highways leading to Badrinath and Gangotri,50km,landslide,downpour,medium,unknown,0.0,,,,,glc,3759,India,IN,Uttarakhand,2571,Rudraprayāg,27.4976,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,79.1127,30.506,35.8285980224609,90.0,16.2,0.0,2.7,2011,7,11,0,2,0,0,0.0,11.695375808867768,0,
My Himachal,https://web.archive.org/web/20110903112918/http://himachal.us/2011/07/12/sinking-ridge-threatens-shimla-town-hall-tibetan-market/29120/tourism/baldev,3763,2011-07-12, 12:00:00 AM,the Ridge in downtown Shimla,"The monsoon has just begun and a section of the Ridge in down town Shimla has started to sink, if the civic authorities do not act fast it could threaten a century old town hall building and the Tibetan market below.  The Ridge landslide is less than 20 feet away from the landslide facing the ice skating rink.The town hall houses the offices of the Shimla municipal corporation. Even though repair work has begun it remains to be seen how soon it is carried out and whether the water is drained out proporly so that further damage doesn’t take place to the Ridge.  The sinking is also causing threat to the Tibetan market below.A couple of years ago a landslide here had killed three people and washed away a few make shift shops run by Tibetan refugees.  The Shimla municipal corporation had soon after ordered the shifting out of these stalls to New Shimla and Vikasnagar in East Shimla.  But the Tibetans managed to get a court stay order and are continuing to remain here even as the sinking Ri",the Ridge in downtown Shimla,1km,landslide,downpour,small,urban,,,,,,glc,3763,India,IN,Himachal Pradesh,173503,Shimla,0.58675,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,77.17798485,31.10587659,144.636611938477,90.0,14.9,0.0,4.3,2011,7,12,1,2,0,0,0.0,0.5059380193830032,0,
hindustantimes,http://www.hindustantimes.com/Technical-glitch-landslide-delay-CR-trains-during-peak-hour/Article1-720439.aspx,3764,2011-07-12, 05:15:00 PM,Between Kasara and Igatpuri,"Central Railway services running down from Chhatrapati Shivaji Terminus (CST) faced delays on Tuesday. Local as well as long distance train services were affected due to a unit failure at Mulund in the morning and a landslide outside the suburban section on the Kasara ghats in the evening.  CR trains from CST were running late by more than 15 minutes in the morning, after an Asangaon-bound train encountered a unit failure at 10.34am between Mulund and Thane stations where it was halted for 15 minutes. ""The train was taken to Thane station where it was cancelled and taken to Kalwa car shed. Some trains were delayed by nearly 10 minutes till afternoon,"" said AK Singh, public relations officer, CR.   A landslide between Kasara and Igatpuri at 5.15pm affected three outstation trains to Mumbai. ""A boulder came down on the tracks, but it was soon reinstated, without affecting the suburban services,"" said Singh.",Between Kasara and Igatpuri,5km,landslide,rain,medium,unknown,0.0,,,,,glc,3764,India,IN,Maharashtra,35461,Igatpuri,6.08459,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,73.5111,19.6699,0.0,0.0,22.3,0.1,8.2,2011,7,12,1,2,0,0,3.0,61.723175976941,0,
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/flash-floods-landslides-in-arunachal-pradesh/757817.html,3776,2011-07-15, 06:00:00 PM,Itanagar/Naharlagur/Nirjuli,"Meanwhile, massive rains have caused havoc in Seppa depositing boulders and loose sediments in various places in the township. The main thoroughfare Bazaarline and ALC line have been hit hard by the ravaging flood. Landslips also disrupted water supply in the twin capital cities of Itanagar and Naharlagun since yesterday. The 300 mm diameter ductile iron pipe carrying water from Nyroch river, one of the major sources that feeds about eight thousand population of Naharlagun and Nirjuli, was washed away at Tarajuli last evening. Flashflood cut off Seijosa in East Kameng district from rest of the state forcing people to abandon their homes and damaged colonies, mainly the medical, teacher and veterinary colonies, besides damaging the approach road to the government higher secondary school boys hostel, the sources added.",Itanagar/Naharlagur/Nirjuli,5km,landslide,downpour,small,unknown,0.0,,,,,glc,3776,India,IN,Arunāchal Pradesh,26912,Naharlagun,2.95672,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,93.7145,27.125,64.8098678588867,89.9982528686523,23.7,4.8,4.6,2011,7,15,4,2,0,0,1.0,8.94252620644404,0,
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-07-18/india/29786319_1_landslides-rohtang-marhi,3777,2011-07-15, 06:00:00 PM,Rahni,"MANALI: Unable to cross a landslide at Rohtang pass, a driver breathed his last inside his truck near Marhi on Sunday. Landslides have trapped more than 400 vehicles including some tourist vehicles here since Saturday midnight.  According to reports from Rohtang, heavy showers on Saturday night triggered landslides near Rahni Nulla, 12 km below Rohtang. Several vehicles including some LPG gas cylinder carriers were trapped at Marhi. Seeing that damage was huge and restoration of highway was impossible at night, a truck (HP20A-8959) driver, Sukhbir Singh, 30, resident of Una, slept inside the truck and was found dead on Sunday morning. The postmortem of the deceased is yet to be carried out but sources said he died due to severe cold.  He could have been saved if landslides had not forced him to spend the night inside the truck without proper woolens. Manali DSP Shiv Chaudhary said the body was found without warm clothes inside the truck. A source stranded in the jam at Rohtang reported",Rahni,5km,landslide,downpour,medium,unknown,1.0,,,,,glc,3777,India,IN,Himachal Pradesh,8341,Manāli,10.95559,2014-04-01 00:00:00,2017-11-20 15:17:00,2018-02-15 15:51:00,77.2181,32.3491,277.076751708984,90.0,8.2,0.0,3.1,2011,7,15,4,2,0,0,0.0,0.5408382906381978,0,
